ADD TYG 567,3 25235 725182
ADD ZMA 794,1 22055 362987
SEARCH TRF 915,0 70773 251351
REMOVE HAS 425,0 49269 26466
UPDATE DCU RWP 13,6 85223 813309
ADD ULO 918,6 48923 79155
ADD NOC 346,1 974 956336
ADD WMO 991,6 51800 808048
REMOVE XBM 261,7 1976 289488
REMOVE MJB 360,9 75403 770459
ADD NNV 916,9 52375 684963
ADD CBH 115,7 68599 620351
ADD XYP 441,3 5669 156073
SEARCH QTR 176,1 25732 934308
ADD BJG 361,9 34841 813542
UPDATE TRL KQK 8,1 88607 23923
SEARCH LTI 450,5 23084 972253
ADD FQK 60,4 10012 863695
SEARCH HKT 823,4 94136 43724
ADD AJR 304,7 40187 924246
REMOVE BFT 793,3 66270 8256
SEARCH RSG 313,4 74921 784716
ADD TNN 663,3 68713 211077
SEARCH PSK 269,0 14379 294437
SEARCH SIZ 485,6 59519 864323
REMOVE UDQ 507,6 32244 277271
UPDATE WTO ZAZ 64,1 15272 256000
ADD PYK 522,6 72085 319568
ADD ZBI 841,6 43535 489513
REMOVE JOP 395,0 73875 311930
ADD AMI 192,8 99263 47499
SEARCH YSB 977,8 39656 566734
ADD UIU 969,8 48389 643475
ADD CKJ 765,2 73492 215293
UPDATE AJW UFG 60,0 86134 547414
ADD FZM 917,0 65788 810901
REMOVE ZBT 449,3 73871 322894
UPDATE TYO HOJ 46,8 91767 843634
ADD FOX 154,4 77347 946147
UPDATE KRV OYZ 61,8 27401 142419
ADD GAX 184,2 90520 107162
ADD EPO 264,3 78226 285858
SEARCH QIW 926,5 40321 479652
ADD IAV 399,7 59378 813355
ADD TJO 297,1 67061 643099
ADD NZQ 684,2 21792 40431
ADD IVR 58,6 24295 14616
REMOVE NSI 707,1 20138 414175
REMOVE AAB 32,7 66576 757333
ADD KAK 586,4 31816 651856
UPDATE DLI TNF 63,0 39892 68858
REMOVE JRX 691,0 53012 696468
SEARCH MDK 887,6 46921 725167
ADD RKT 377,9 22762 547921
REMOVE BES 215,7 14555 24173
REMOVE XEQ 49,8 27764 374831
REMOVE BJR 957,9 36817 800185
REMOVE VOV 707,6 16292 322021
REMOVE KTY 264,1 85731 962516
REMOVE ZGL 109,0 26572 431139
REMOVE QSY 755,6 50009 238659
SEARCH LOS 208,5 23608 872400
UPDATE PWM FFU 85,0 74804 600988
ADD LWK 400,1 17984 139353
UPDATE UJL INS 32,3 81699 692815
ADD BXB 501,6 22664 611326
ADD QFX 822,0 45429 763767
ADD KCJ 525,0 76808 718939
ADD OXB 375,7 93864 471007
REMOVE CLI 959,1 92979 775373
ADD QQA 166,3 73260 114828
REMOVE NPB 712,9 45645 208764
REMOVE YAB 55,9 38685 97612
SEARCH FFY 779,4 19823 735977
ADD OQE 443,1 803 363351
SEARCH PQH 227,2 65260 813639
REMOVE MRD 846,4 85545 806020
ADD UFU 412,3 20742 71603
REMOVE CTN 630,1 4655 152386
SEARCH JAJ 569,7 81293 276104
REMOVE NSX 649,9 81585 456866
REMOVE COE 123,7 1852 615501
UPDATE HXM FEP 14,1 12642 768753
ADD BNA 489,3 88533 391163
ADD GSS 609,2 87757 663853
REMOVE QVL 699,4 7932 158062
SEARCH PUJ 211,0 51633 29613
ADD NNX 12,3 44035 837766
UPDATE INV YHW 7,7 67416 508579
REMOVE CXC 99,6 72560 794896
SEARCH BNV 97,6 64387 264088
SEARCH CWX 546,2 3832 371774
ADD CDT 312,2 75248 770507
REMOVE EPC 146,2 77347 221576
ADD FYN 892,1 99839 780398
REMOVE QKB 935,9 23192 589529
ADD NPQ 140,1 44786 539634
ADD UDN 393,9 65716 600878
SEARCH PSF 978,9 99489 471153
REMOVE NGG 796,1 53272 622399
SEARCH RBI 116,8 75760 147154
UPDATE BOW YWG 36,9 90065 113417
UPDATE WQK RMK 0,4 23323 593915
ADD YRV 15,1 40763 233792
REMOVE JXO 44,6 97161 362222
ADD QQB 719,5 6788 320085
ADD ZZS 876,4 14741 317970
UPDATE RMG MUP 94,4 65610 952040
ADD HDA 618,9 65470 258223
ADD ISX 969,9 8715 820684
ADD TSN 344,4 40777 943764
REMOVE SSX 149,2 25102 327919
ADD CIA 379,0 80559 469093
REMOVE WMI 367,4 21807 990234
REMOVE VLW 321,0 29357 865123
ADD FZM 266,9 34953 251524
REMOVE AHW 681,2 12700 418464
SEARCH LPR 964,8 83895 51312
ADD GSB 470,0 59859 942215
REMOVE ZAU 755,2 14191 522404
SEARCH DFV 244,5 47305 806730
SEARCH DVJ 367,7 75249 790159
UPDATE DUE EFI 17,3 48653 921759
SEARCH NXY 948,6 37856 49069
ADD DOY 430,0 48697 541803
ADD GOQ 164,4 15492 583547
ADD KFF 112,7 34387 689788
REMOVE IDN 342,2 79767 655401
ADD EZL 877,8 71782 467474
SEARCH QNV 676,5 55365 233280
SEARCH JFX 722,5 74634 792140
ADD PQJ 42,2 40347 594464
ADD GTP 538,3 24634 489103
ADD SRJ 641,6 8972 737482
ADD SVP 197,4 55350 921872
SEARCH PKB 787,9 53073 66115
ADD HCT 117,7 84401 760462
SEARCH BPL 198,5 6087 194232
REMOVE WXY 381,7 984 929088
ADD MSF 4,0 7356 857449
REMOVE MQE 752,7 37335 99236
ADD YBU 441,7 12530 768754
REMOVE MNF 327,9 87266 671117
REMOVE ABD 328,5 28758 759538
ADD VVV 510,9 54480 87115
REMOVE PYA 392,7 61077 971540
SEARCH UXG 624,1 72793 569354
REMOVE FBP 219,7 54649 53705
ADD KJE 882,9 2225 197558
UPDATE FCX MVI 30,0 96115 15512
UPDATE ZEM TDR 29,9 39887 927842
ADD SOG 287,4 45428 449899
UPDATE JFM FZY 68,6 16531 777485
REMOVE JSV 294,9 68093 327165
ADD JLM 835,6 26254 114789
REMOVE RQF 493,7 8878 881485
ADD ZDJ 609,1 89387 776453
REMOVE FWV 292,1 64976 301930
ADD TSR 771,8 34904 708157
UPDATE QDD JWR 28,0 88788 382708
REMOVE HGX 54,2 53161 697662
ADD HND 874,6 989 837932
ADD QMJ 92,8 27784 81943
UPDATE YIO KXA 3,2 16059 35674
REMOVE RSN 224,6 17719 253332
ADD BPC 880,9 96921 849207
REMOVE FGM 469,0 54450 360931
REMOVE SYP 29,4 42004 470328
REMOVE NVT 798,6 417 655087
SEARCH YYE 759,9 94640 141098
ADD DSS 592,0 72801 488085
REMOVE UUZ 671,7 28491 558964
REMOVE TTV 102,5 3282 634050
REMOVE DJU 695,9 25327 810066
ADD DDY 26,4 35198 718750
SEARCH FRY 485,8 80836 612513
UPDATE GCO KCX 51,2 84539 40962
ADD JJJ 996,4 32057 538661
ADD QPI 933,9 3356 466536
REMOVE DKA 961,4 4844 312800
UPDATE DTZ XKQ 83,9 23962 140430
ADD BPG 844,9 13194 985748
ADD XMP 124,0 69153 411665
ADD UDY 829,2 55652 58926
SEARCH OWL 652,7 61211 931084
REMOVE GHR 561,0 16587 385298
SEARCH CUF 929,1 40709 59228
ADD LRN 540,6 98687 294486
ADD BEB 177,1 73938 750269
UPDATE IJN EGE 97,4 84645 509573
ADD VXV 816,0 30596 79868
REMOVE XAK 720,4 28936 341634
REMOVE XLR 157,2 19152 188978
REMOVE JAR 245,0 49834 552737
ADD VYW 475,9 88252 388625
ADD NAV 196,4 40939 920948
REMOVE QXP 880,8 33785 863362
ADD NJL 85,2 70042 332695
REMOVE OWZ 701,7 38825 270137
ADD HAZ 546,4 16485 265956
REMOVE ZUZ 770,9 23894 907927
SEARCH RCO 962,1 21987 750793
REMOVE JGV 859,4 88965 22131
ADD DYK 124,6 3725 202420
UPDATE YKV CUE 85,7 69403 852932
SEARCH FAR 65,5 30980 507828
REMOVE NQK 512,8 91912 500828
SEARCH CSL 125,8 69536 208197
ADD XSS 868,2 22108 279423
ADD QTE 93,7 56060 776961
SEARCH UZJ 384,3 58335 878760
ADD YBO 298,3 85261 662428
SEARCH VPR 61,2 8796 391997
ADD GIZ 568,9 10066 461837
REMOVE PSR 884,7 43218 113322
ADD IRL 749,7 82444 915125
ADD BWS 261,1 99203 645369
SEARCH LUL 266,3 69312 659186
ADD CBI 484,5 71158 862037
UPDATE UHM JVP 18,5 46203 166040
SEARCH HTQ 170,8 52788 820768
ADD TON 906,9 96079 346196
ADD TCS 692,0 99557 35135
ADD HGY 975,4 19396 929128
ADD BJY 769,5 48914 815038
REMOVE YEA 311,4 54669 437157
SEARCH RHV 858,5 3897 826355
ADD FGB 636,0 25887 328337
REMOVE KVG 712,6 9929 154026
ADD SLI 541,0 1938 348968
UPDATE XTR BAQ 38,8 75094 726574
ADD XFB 24,0 20799 980215
REMOVE ZQI 701,3 95103 493847
SEARCH OOQ 697,5 17068 758192
SEARCH VMQ 841,6 45980 468725
SEARCH ZIJ 143,7 20314 599939
REMOVE KGN 402,7 67301 941485
ADD DQT 144,9 1227 352527
SEARCH IYH 161,9 39544 593955
ADD FPK 876,7 74512 420985
UPDATE EOI ZVG 92,1 73164 7572
ADD BXJ 63,8 52249 214399
SEARCH OSS 358,6 71989 587774
ADD BFB 198,7 96823 636537
UPDATE OYY HYJ 19,0 83215 539144
REMOVE NWS 776,1 66169 273153
ADD QLS 138,3 79530 749440
ADD OQI 671,5 58448 38787
REMOVE KPN 776,4 41130 709147
SEARCH SLR 681,7 44608 126275
ADD NOG 876,0 46945 586378
ADD SJU 960,4 33714 956086
ADD AJT 905,9 45359 188962
REMOVE HIW 552,6 56634 248454
ADD XJY 123,6 94455 181536
ADD AAK 161,2 81687 641653
UPDATE OPG CVH 77,0 64264 138891
ADD PXK 330,9 39709 163737
ADD JTA 506,5 98305 37433
ADD KPE 211,8 83566 256534
UPDATE OXO EGY 88,9 16819 548949
REMOVE HDM 803,1 86633 512565
REMOVE CNI 688,2 37277 967186
UPDATE CHP DJV 86,4 16212 884352
UPDATE LJT VHX 0,9 44419 612348
ADD WTC 627,2 86843 37043
REMOVE BMJ 463,6 51950 478666
SEARCH UDK 666,1 21459 545292
ADD LDG 355,7 35657 782822
ADD GJL 880,5 96284 738589
SEARCH CYU 206,6 81779 723449
ADD SUX 317,4 67603 110635
ADD CLR 648,2 30612 17448
REMOVE DZO 533,4 80527 558548
ADD TTI 969,2 8407 750473
UPDATE WYC QGW 42,6 36956 689149
ADD HXD 896,2 49313 79502
ADD HZN 372,6 10589 455661
ADD LMY 937,6 66571 842909
ADD KOA 137,8 61146 84219
ADD PIK 968,4 33225 477286
ADD BQF 412,8 13041 275885
REMOVE KPY 301,0 17508 599888
REMOVE WOD 395,9 25442 274127
REMOVE FQP 797,1 60159 566904
SEARCH TZQ 500,4 99267 714687
ADD JJS 543,1 57363 407143
REMOVE SYF 266,5 77900 62597
SEARCH HTV 350,3 93946 241524
UPDATE KBQ TQQ 2,1 47206 256001
REMOVE ZJW 527,9 29508 829974
REMOVE WOB 78,1 58112 7152
ADD NFC 266,0 29642 42713
ADD BVW 584,6 17942 435289
REMOVE TUT 283,8 89614 848583
ADD MHJ 361,5 63255 183720
ADD BJK 222,3 20585 185419
SEARCH GRD 736,2 35969 251575
REMOVE VSY 401,6 94942 993686
ADD TTM 65,0 26411 616312
ADD XZW 955,0 14957 749583
REMOVE OLP 519,0 54692 394160
REMOVE QRP 120,2 58633 943191
ADD BXY 391,0 57254 609291
UPDATE SCP BFE 62,2 2601 252881
REMOVE EQH 303,9 39556 361556
REMOVE MRH 127,9 42916 260749
REMOVE JXU 849,1 13376 240480
UPDATE HLA KME 32,9 79714 289099
UPDATE LJS LMW 24,5 44980 195714
UPDATE VTY ZKN 74,2 31346 182757
REMOVE LFF 176,9 18915 489600
UPDATE NLA ZIX 96,6 1441 621620
UPDATE AXC HMQ 81,0 37248 407440
ADD VQZ 33,8 46560 881877
ADD HGG 211,8 2608 316319
UPDATE KSW GKU 19,8 83334 683933
REMOVE HEM 369,2 52903 348508
UPDATE YOA OIY 48,3 84765 791818
SEARCH PZF 469,8 99169 297463
ADD INQ 64,5 94034 137646
SEARCH EAW 644,5 91191 707008
REMOVE ZXL 109,5 21640 902291
ADD WYX 354,7 41863 301467
ADD YCC 546,6 6060 663934
UPDATE HQE PUB 14,0 65893 851854
REMOVE ZJD 436,7 63792 827613
UPDATE KHQ TQP 76,2 45953 835967
UPDATE IZS VNH 67,3 73759 55644
ADD SWY 236,3 18756 632817
ADD APV 989,3 89990 974459
ADD WCD 293,3 88634 406859
UPDATE EJP BVP 24,0 26292 636793
UPDATE FUA GAH 7,4 22343 466647
ADD SHD 236,5 90893 534037
ADD VRI 462,8 15323 139838
REMOVE PRR 524,3 28458 518255
REMOVE OXR 978,5 41775 983916
UPDATE DJN YND 23,1 42629 957386
SEARCH ZDD 187,2 69179 17822
ADD RXV 524,4 97102 961788
UPDATE CGU AEV 64,8 2645 638410
SEARCH WZF 419,6 89007 205557
ADD TWC 752,0 72934 520471
ADD SWD 119,7 1620 261266
ADD AUY 65,7 80680 288577
UPDATE VZB HLU 96,1 93602 656003
SEARCH GMD 263,9 99226 755503
SEARCH WCO 944,1 20480 50567
REMOVE WYZ 579,3 70994 60514
ADD OVZ 825,2 50813 373467
ADD SKN 777,4 72833 564635
REMOVE WQX 329,3 10175 396732
REMOVE YYY 559,7 22521 149734
REMOVE DPW 545,0 96951 684341
REMOVE XMO 917,9 44547 747839
ADD AUP 137,4 15161 719058
ADD XRQ 525,6 73698 76046
ADD QJG 156,9 45590 828272
SEARCH MKY 945,8 54676 225933
ADD OCO 536,5 69985 530131
ADD QMP 331,2 92058 965486
ADD MSI 569,6 18911 705743
ADD CZQ 999,1 63580 625693
ADD JMJ 313,9 76510 525585
ADD WLA 423,5 64306 12849
SEARCH YRX 271,2 17098 799914
ADD YZC 445,1 63375 369284
REMOVE XET 628,5 55783 631014
REMOVE BAD 108,9 19162 348254
ADD HFI 375,7 93582 182176
UPDATE LLR DRN 88,4 42118 422407
SEARCH PXI 739,1 13118 778044
REMOVE AVD 62,0 46076 109247
REMOVE BTV 797,9 21075 648536
REMOVE GQW 738,5 55543 291393
ADD KZZ 516,4 9358 521175
ADD ELO 627,6 18779 801967
SEARCH VTM 752,2 41944 462314
UPDATE USA XGE 6,0 79109 36677
ADD FLJ 363,8 22122 985312
SEARCH YIQ 648,3 19724 951575
ADD PZJ 670,8 26400 29741
UPDATE RYT OVZ 37,2 34995 914285
ADD TFX 336,7 97423 645738
ADD CQF 614,9 56510 214748
UPDATE CLF USX 36,2 38285 110825
REMOVE WQN 85,4 46064 125324
SEARCH UUV 971,2 56666 242236
ADD EGD 714,6 91817 100502
REMOVE VBD 716,5 82313 676896
ADD SQZ 570,8 7899 59169
ADD YFV 240,6 50672 234515
UPDATE NDD DLK 12,3 45663 635345
ADD UXU 832,7 39705 153109
ADD KEY 81,0 29113 699975
REMOVE EBN 590,5 49534 581952
REMOVE CMH 128,7 23474 352624
ADD TEE 847,2 48078 795823
ADD BNC 390,5 65036 227830
ADD RQK 148,4 73157 598108
REMOVE YDA 46,7 6360 800438
ADD EBW 948,6 76079 950664
REMOVE UQZ 434,9 27817 980552
SEARCH DQY 48,6 42676 168937
UPDATE CBA SCL 49,7 61108 358854
REMOVE PIO 567,7 19308 436225
ADD VEQ 581,4 6500 386877
UPDATE TGK PUH 28,2 64253 105492
REMOVE FDE 690,8 89608 795191
UPDATE SMI UPM 53,2 10583 36654
SEARCH PYN 682,9 59898 831367
SEARCH SPQ 491,0 35489 957696
SEARCH ZQW 984,4 8973 986871
REMOVE GZB 699,8 80487 50802
UPDATE ZBQ NLU 72,1 58284 329666
ADD JUF 937,9 22636 535431
ADD CCF 187,1 99144 299708
ADD VRR 65,7 33100 260936
SEARCH IMF 954,7 79715 937133
ADD PAZ 557,2 9688 460465
UPDATE RRF WGQ 60,0 21028 108060
SEARCH ORN 597,5 78601 665459
ADD CVP 166,2 64379 186837
REMOVE DFQ 493,3 72986 619487
REMOVE LKP 729,0 441 73105
ADD JNW 47,9 81715 749605
ADD SHF 179,5 93209 240867
REMOVE OSZ 198,3 54008 895823
ADD XCH 616,2 60902 513215
UPDATE QGD YJW 19,9 47401 46922
UPDATE JCO RZF 5,8 68107 827570
ADD SWP 414,8 743 733929
REMOVE BXK 28,0 17633 420238
UPDATE WCI YSA 90,0 29068 111641
ADD RXX 157,0 32928 195429
UPDATE FFF HYR 30,6 54083 63807
ADD MHS 661,2 87434 500680
SEARCH RED 451,1 28551 15183
REMOVE MEE 36,2 40339 475115
UPDATE FQS LSI 31,1 51051 886511
REMOVE ARM 461,7 17122 871579
UPDATE TFY WHR 23,1 13131 1684
REMOVE NLQ 331,6 98777 641431
REMOVE DHH 561,6 70515 508620
UPDATE DCU RUZ 64,8 790 378097
UPDATE TVM UIU 5,3 14171 336259
SEARCH ACR 860,6 68436 216534
ADD GUF 359,5 83002 973556
ADD VYD 445,8 6473 711960
REMOVE JLN 356,7 55052 560506
ADD WYB 753,4 60215 733572
REMOVE JNQ 570,0 17663 346908
SEARCH RLT 700,6 44033 983362
ADD NMH 791,9 49958 716360
REMOVE KHN 170,6 3363 249512
REMOVE REN 73,6 87888 844621
REMOVE JNY 908,1 10207 707673
ADD VQK 395,0 59936 816656
ADD WYK 266,7 45079 487224
ADD CWA 431,0 92503 348558
ADD YVI 328,9 8975 330315
ADD WYY 90,3 87465 237611
ADD QTB 839,5 99095 609824
UPDATE UYL QMS 18,6 85066 151716
SEARCH ZCE 664,3 5495 454106
UPDATE RNG HFJ 8,0 50859 857892
SEARCH EFA 104,1 28360 840
REMOVE ZKR 655,2 12786 614973
SEARCH BRO 585,7 37177 382230
SEARCH LRJ 695,4 83842 551183
ADD KQE 900,9 53060 949186
ADD QYO 703,6 70139 421671
ADD QXP 61,3 31885 34305
UPDATE VSJ BZS 21,8 13304 384186
ADD SGP 603,9 28266 904102
SEARCH GLL 415,8 73557 511663
REMOVE SXY 99,7 94481 398388
UPDATE PZM HMO 4,8 41239 811331
UPDATE SXU OKQ 62,6 3954 19606
ADD RQF 732,3 42395 270679
ADD DQC 802,2 61303 526418
SEARCH EWM 851,9 67789 677307
ADD GOS 221,0 22518 169223
REMOVE BGD 842,3 96788 511934
REMOVE FKM 313,7 52720 336890
UPDATE QTM CRL 28,5 34795 454057
REMOVE AVR 700,4 53937 665362
REMOVE OZJ 576,9 49665 222905
UPDATE EXM CPF 98,9 18564 630454
SEARCH VCC 71,7 4078 412951
ADD QMZ 735,7 5918 891800
ADD IGB 726,1 2443 482242
ADD CWK 94,6 62968 315203
ADD SUM 244,9 49706 821073
SEARCH TIK 681,6 11859 952272
UPDATE BLJ KXM 60,9 6531 923309
UPDATE PFC DSX 21,0 40644 503067
ADD SFU 462,0 5543 958964
SEARCH OWH 786,2 61703 805554
UPDATE CQP QWS 55,6 52356 467910
ADD GEA 771,7 78040 431961
ADD ETI 13,3 32652 514012
ADD UXQ 235,1 4146 42101
SEARCH UBV 675,0 81724 3233
SEARCH HEK 642,6 54886 895966
REMOVE ULP 737,9 30487 16381
REMOVE NIY 448,5 2612 611547
ADD ETL 380,8 71270 939076
UPDATE PQK USV 62,5 65275 204723
REMOVE SHF 354,1 40436 285548
REMOVE ICA 79,8 31974 561796
SEARCH WQC 819,5 30938 185748
SEARCH RBU 191,7 81370 178583
ADD VZI 955,9 25864 59695
SEARCH UJX 823,0 95641 982969
REMOVE ELT 987,4 60442 877062
ADD LBW 97,1 96634 343792
ADD SZL 63,3 51059 471636
SEARCH NMX 397,2 84423 198663
SEARCH EEM 349,1 93825 145440
ADD EAH 54,2 19281 458065
REMOVE JDW 213,7 80194 738437
REMOVE CDM 441,2 14497 389549
UPDATE TMX VTI 75,1 31615 696411
ADD GOF 303,4 3844 21753
ADD ALY 514,9 65455 866496
SEARCH TMG 237,7 31138 796904
REMOVE ZHN 775,0 66199 933143
ADD UTT 411,0 38104 236731
SEARCH GNG 493,0 88562 317552
SEARCH XEG 804,5 62202 489112
UPDATE OWE OGC 64,8 51138 591022
ADD SXQ 509,9 77367 332060
ADD GTW 930,7 46734 129065
REMOVE PEU 854,8 87862 855499
REMOVE BVO 437,5 95330 692463
UPDATE WCD UVX 92,5 15510 948899
UPDATE UFL ANE 1,0 94769 960253
ADD KOF 592,0 8509 696161
ADD JZU 54,5 56614 814065
SEARCH UYC 814,9 44312 660342
REMOVE JOT 74,7 56799 43308
ADD JZG 774,7 45696 279392
ADD EMK 116,7 19525 147882
SEARCH AAQ 911,5 97102 339860
REMOVE FYX 2,0 87116 189100
REMOVE ZGB 506,4 90697 503240
SEARCH TRC 572,3 33139 970645
ADD TRJ 153,6 12859 974491
ADD XOE 838,7 74583 737840
ADD JBC 13,1 52695 869476
SEARCH HHA 271,3 95851 936369
ADD AWN 580,4 53743 96972
SEARCH GYK 48,9 24111 84177
ADD KQQ 661,7 91501 17994
REMOVE KVT 808,2 40445 907008
ADD ZIS 225,6 41304 733740
REMOVE HYD 290,4 52547 202978
SEARCH BNP 392,5 69779 912498
ADD IUM 968,7 53390 21432
UPDATE RRI ZZT 3,0 60772 443791
ADD UUS 783,4 22555 2935
REMOVE YDG 350,5 93605 849465
ADD XZU 21,2 66712 843124
REMOVE VGH 726,4 42930 272712
REMOVE VWZ 202,8 49182 89270
ADD LIX 434,2 73296 713011
ADD WAY 324,4 49780 566819
ADD GPQ 732,5 13016 576674
ADD BDP 709,1 40347 463518
UPDATE VDG DUX 69,1 71674 309356
UPDATE XFF SWM 81,4 29762 133177
REMOVE EMI 258,4 62002 810871
SEARCH JRJ 274,2 42588 399366
ADD KNU 234,9 99944 411387
REMOVE MVW 172,3 24302 140474
ADD SJG 118,5 82827 192790
ADD SNW 912,5 23036 989585
REMOVE WLE 280,2 56573 995753
ADD NKS 571,9 8798 704657
ADD YKN 952,7 6370 437513
SEARCH LIZ 507,7 93982 999121
SEARCH QSO 587,2 28194 544845
SEARCH LAR 668,2 69150 469139
SEARCH MPP 107,5 28624 135427
SEARCH VFK 713,5 37168 101198
SEARCH XEP 815,0 69744 3660
ADD WUC 833,7 44198 851710
REMOVE ERK 580,6 50321 664550
ADD QID 778,1 27223 510779
REMOVE ZWV 490,8 50924 183186
UPDATE NQG JNR 27,8 84012 675263
ADD XJD 287,4 11041 675715
REMOVE NLO 797,9 12349 581241
REMOVE YBX 568,7 9645 523715
REMOVE OEE 50,7 98931 41516
UPDATE PCS EZI 41,5 22039 562246
ADD RZW 719,9 40398 835955
REMOVE VGF 857,0 47868 640976
ADD MWT 179,6 86313 362861
SEARCH HMQ 983,1 34637 397910
REMOVE VVL 656,6 40973 324272
REMOVE VQG 634,9 16498 510339
SEARCH YUY 772,7 23284 646923
ADD HYQ 554,4 20428 409151
ADD NSO 174,7 32999 348012
REMOVE IYH 925,7 49308 132908
ADD LUE 549,4 41335 799315
UPDATE SBL BKF 12,7 20714 619571
UPDATE BDR EQB 8,7 53678 465850
ADD LIH 133,9 16123 220258
REMOVE APM 736,7 14082 486577
ADD APK 743,0 1072 953646
UPDATE BRU MOJ 44,9 59882 160483
ADD FEN 738,4 17315 398891
SEARCH QTX 626,3 62272 806081
REMOVE JES 157,5 55478 970932
UPDATE HCF HKM 67,3 3752 280759
ADD KOV 746,1 39908 997536
REMOVE RVC 538,2 83357 500378
ADD WUS 276,4 75930 238064
REMOVE GFN 549,9 68352 229829
REMOVE NEL 890,2 24432 468025
UPDATE CPN MLE 27,2 78638 830378
SEARCH VYW 683,1 89174 496039
UPDATE ZEW HFM 44,1 82741 993912
SEARCH QIT 565,0 72211 604049
SEARCH DXA 214,8 51456 889838
REMOVE LBV 290,5 48943 863624
REMOVE DOE 380,0 74544 77650
REMOVE NQS 148,4 24590 775867
UPDATE IXT VCC 52,3 14205 452506
ADD WDU 688,4 26043 260691
ADD HEQ 932,0 97804 364595
SEARCH EYB 171,8 21222 469255
SEARCH MNU 614,9 25197 189658
ADD UOM 157,9 40584 317338
SEARCH USR 855,3 72440 609548
SEARCH ERC 543,1 2771 518783
ADD BVC 661,1 61924 26308
REMOVE RAU 658,1 90151 574449
UPDATE YEH VRQ 98,1 25776 151581
ADD NJG 673,7 84591 932155
REMOVE WQU 192,7 70742 163272
SEARCH OCX 29,3 98631 94523
REMOVE FOI 52,3 47398 880540
ADD NAF 855,2 66602 607886
ADD ACH 607,7 92442 684715
ADD BFQ 8,1 2259 394961
SEARCH SQX 518,5 87648 728529
REMOVE JPE 123,9 22830 365376
ADD SKC 920,0 5179 464537
ADD EFI 669,6 36814 389978
ADD JWR 756,3 85576 571146
UPDATE NGF PAP 99,7 1898 618478
REMOVE QCG 396,6 57663 79664
SEARCH LZF 134,3 2322 729406
REMOVE WWA 180,4 93493 138497
UPDATE MTG MTU 2,3 41246 736560
ADD GZO 666,5 58389 979424
SEARCH WPN 944,7 89905 456517
ADD VYC 7,4 36375 619068
ADD ADD 830,9 98383 101888
ADD UMO 793,1 19608 743273
REMOVE WSI 104,1 86849 67321
REMOVE SBS 126,1 76320 150994
REMOVE NSQ 375,2 34743 754325
REMOVE SID 561,1 23706 511585
ADD BNQ 481,6 37597 132804
ADD TSD 635,9 75691 788822
UPDATE TBL LOJ 18,0 45075 364253
ADD DJT 861,8 85118 445389
UPDATE JHN QGY 43,2 32285 994351
REMOVE YWT 861,3 63544 140935
UPDATE VJK ENK 17,5 58600 334199
ADD PEO 413,6 31851 936893
ADD DIA 21,8 70203 766047
ADD YRY 238,2 92001 399417
ADD DUB 416,3 36252 425009
ADD XOR 725,8 57715 907632
REMOVE TSJ 924,7 79685 703183
REMOVE XAH 934,0 9023 36080
REMOVE CYD 126,7 87011 369499
ADD LGH 635,8 31683 54771
REMOVE LMF 895,6 50379 97840
ADD IBN 47,2 82631 336286
REMOVE DRK 724,5 73684 545081
SEARCH ITW 578,1 46088 270257
REMOVE XPN 135,4 2780 724909
ADD HUY 775,3 9342 174400
REMOVE NRW 76,6 47093 964010
ADD HQA 757,5 68608 291111
ADD QGR 246,3 48005 284927
REMOVE DRR 576,2 29639 468537
ADD CZY 60,7 95165 627629
SEARCH BGA 126,0 47526 108305
SEARCH YVS 576,4 29604 595945
ADD EWK 599,2 28041 310497
ADD QRX 844,5 19770 44913
ADD QOT 483,9 6995 329559
ADD HQE 614,7 78125 663276
REMOVE MLB 776,0 22906 770632
ADD JWU 948,7 59979 57556
ADD XDO 274,2 85316 780146
REMOVE AUY 512,3 68264 719063
SEARCH CGZ 493,8 20513 521615
ADD NVY 151,2 76634 614820
REMOVE XYM 128,0 97453 759582
ADD RMR 864,9 84946 152737
ADD EOI 962,7 18967 511964
ADD APM 677,0 74934 548589
REMOVE EGK 372,0 21821 662116
ADD VLP 864,9 36796 488740
SEARCH HEG 746,6 99173 663358
UPDATE MFS ARO 26,2 15463 145813
ADD CXK 739,4 90684 540804
REMOVE ESR 985,5 22722 621161
REMOVE BCC 537,5 45144 254214
ADD MAV 498,4 58416 890275
ADD TOT 486,3 53635 654920
ADD FUK 415,3 14374 234444
ADD ZMJ 413,1 36939 217771
UPDATE RYX IHR 31,3 50355 450639
REMOVE VWI 985,2 94965 282221
REMOVE VQM 620,2 43742 397864
REMOVE IOY 869,1 45112 872097
REMOVE MFN 118,4 86333 882928
SEARCH XWN 589,7 80325 883503
REMOVE RXM 116,2 8496 377240
ADD RNZ 501,5 66306 991618
REMOVE OHG 844,9 17009 46412
SEARCH UUL 951,3 62920 992922
REMOVE RLT 806,9 71142 965735
SEARCH JMJ 83,6 92521 466399
ADD SQL 310,3 63251 440430
REMOVE FYK 897,8 35794 12447
ADD PIT 20,5 10589 609382
ADD TDY 92,8 77272 816663
ADD LBN 681,6 79052 985506
UPDATE XPH GHF 59,4 94338 722801
ADD UJQ 654,8 76279 380750
REMOVE BFA 65,7 32426 727946
ADD LCQ 465,7 2697 936269
REMOVE KFA 440,4 17726 893306
UPDATE DEC OLE 55,7 27249 864908
ADD RAR 610,5 37256 705946
ADD FDL 933,0 15977 330081
